,pid,pkey,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pjournal,pjournalfull,pbooktitle,pbooktitlefull,ptype
7759,839421,conf/hpcncs/gomathink07,a nakkeeran|s krishnamurthi|s sankara gomathi,,increasing the lifetime of mobile ad hoc network using energy aware gradient exchange algorithm,2007,,,,,,hpcncs,,inproceedings
7760,243352,conf/flops/plasmeijera06,peter achten|rinus plasmeijer,,idata for the world wide web  programming interconnected web forms,2006,,,,,,flops,,inproceedings
7761,852319,conf/ifip2/zhangyzlz06,guoliang zheng|tian zhang|xiaofeng yu|xuandong li|yan zhang,,scenariobased component behavior filtration,2006,,,,,,set,,article
7762,797178,conf/sose/hanzczw08,cheng zhang|jing wang |peng zhang|wanghu chen|yanbo han,,businessoriented virtualization of web services a case study,2008,,,,,,sose,,inproceedings
7763,2433431,series/asc/batorc08,leszek j chmielewski|marcin bator,,elimination of linear structures as an attempt to improve the specificity of cancerous mass detection in mammograms,2008,,,,,,computer recognition systems ,,incollection
7764,129182,conf/comad/zhongldlms06,chen li|hal stern|iosif lazaridis|mayur deshpande|qi zhong|sharad mehrotra,,supporting approximate similarity queries with quality guarantees in pp systems,2006,,,,,,comad,,inproceedings
7765,835720,conf/apccas/palaniappanr02,paramesran raveendran|ramaswamy palaniappan,,genetic algorithm to select features for fuzzy artmap classification of evoked eeg,2002,,,,,,apccas ,,inproceedings
7766,44505,conf/aipt/guiagoussoudb93,anindya das|gregor von bochmann|mahamat guiagoussou,,an overview of fault management in telecommunication networks,1993,,,,,,advanced information processing techniques for lan and man management,,inproceedings
7767,199114,conf/eccv/saffarilgb10,amir saffari|christian leistner|horst bischof|martin godec,,robust multiview boosting with priors,2010,,,,,,eccv ,,inproceedings
7768,161336,conf/dagstuhl/bernhardtb95,christoph bernhardt|ernst biersack,,the server array a scalable video server architecture,1995,,,,,,highspeed networking for multimedia applications,,inproceedings
7769,517919,conf/ismvl/moragass07,claudio moraga|milena stankovic|suzana stojkovic,,spectral analysis of special properties of ternary functions,2007,,,,,,ismvl,,inproceedings
7770,217480,conf/ershov/barzdin72,janis barzdin,,on synthesizing programs given by examples,1972,,,,,,international sympoisum on theoretical programming,,inproceedings
7771,121110,conf/cmg/norton96,tim r norton,,simalytic enterprise modeling  the best of both worlds,1996,,,,,,int cmg conference,,inproceedings
7772,671020,conf/sat/sebastianiv06,michele vescovi|roberto sebastiani,,encoding the satisfiability of modal and description logics into sat the case study of kmalc,2006,,,,,,sat,,inproceedings
7773,123025,conf/cnsr/zhanglg07,hao zhang|t aaron gulliver|wei li ,,performance analysis of nonorthogonal pulse position modulation for timehopping uwb transmission,2007,,,,,,cnsr,,inproceedings
7774,206500,conf/ecweb/yish00,anita w huang|jeonghee yi|neel sundaresan,,metadata based web mining for topicspecific information gathering,2000,,,,,,ecweb,,inproceedings
7775,792585,conf/samt/beebe07,caroline beebe,,bridging the semantic gap exploring descriptive vocabulary for image structure,2007,,,,,,samt posters and demos,,inproceedings
7776,181703,conf/dgo/kumdfw03,dean duncan|hyechung monica kum|kimberly flair|wei wang ,,management assistance for work first via a dynamic website,2003,,,,,,dgo,,inproceedings
7777,57118,conf/arcs/feysl04,andreas loos|daniel schmidt |dietmar fey,,reconfigurable optoasics as base for future selforganizing cmos cameras,2004,,,,,,arcs workshops,,inproceedings
7778,365457,conf/iciap/royb07,kaushik roy |prabir bhattacharya,,collarette area localization and asymmetrical support vector machines for efficient iris recognition,2007,,,,,,iciap,,inproceedings
7779,732430,conf/swws/hudpsmm06,louise e moser|michael hu|michael schuricht|p michael melliarsmith|shreyas prasad|zachary davis,,speechenabled web services for mobile devices,2006,,,,,,swws,,inproceedings
7780,285067,conf/hci/kimhpppkh09,gunhee kim|hyunchul park |jukyung park|laehyun kim|manchul han|se hyung park|sungdo ha,,an owlbased knowledge model for combinedprocessandlocation aware service,2009,,,,,,hci ,,inproceedings
7781,779952,conf/wow/alanz03,stephan zelewski|yilmaz alan,,onologiebasierte wissensraume,2003,,,,,,wow,,inproceedings
7782,667409,conf/sacmat/joshisgb03,arif ghafoor|basit shafiq|elisa bertino|james joshi,,dependencies and separation of duty constraints in gtrbac,2003,,,,,,sacmat,,inproceedings
7783,2433943,series/faia/fellerws06,andrew feller|dan shunk|teresa wu,,a distributed information system architecture for collaborative design,2006,,,,,,integrated intelligent systems for engineering design,,incollection
7784,469914,conf/incdm/kuri-moralesr07,angel fernando kuri morales|fatima rodriguez,,a search space reduction methodology for large databases a case study,2007,,,,,,industrial conference on data mining,,inproceedings
7785,215331,conf/er/scheuermannsw79,gerd schiffner|h weber|peter scheuermann,,abstraction capabilities and invariant properties modelling within the entityrelationship approach,1979,,,,,,er,,phdthesis
7786,848411,conf/asmta/demoorfwb10,dieter fiems|herwig bruneel|joris walraevens|thomas demoor,,the preemptive repeat hybrid server interruption model,2010,,,,,,asmta,,inproceedings
7787,713844,conf/smi/schroederbcr05,christopher d cera|craig a schroeder|david e breen|william c regli,,stochastic microgeometry for displacement mapping,2005,,,,,,smi,,inproceedings
7788,543175,conf/iwann/alsinass07,claudia mateo segura|joan claudi socoro|rosa maria alsina,,multiresolutive adaptive pn acquisition scheme with a fuzzy logic estimator in non selective fast snr variation environments,2007,,,,,,iwann,,inproceedings
7789,741509,conf/uai/hattoriyss01,hiromitsu hattori|makoto yokoo|toramatsu shintani|yuko sakurai,,a dynamic programming model for determining bidding strategies in sequential auctions quasilinear utility and budget constraints,2001,,,,,,uai,,inproceedings
7790,71320,conf/avi/bernsenccdhkkkm04,andrea corradini|dmytro kupkin|laila dybkjaer|manish mehta|marcela charfuelan|mykola kolodnytsky|niels ole bernsen|svend kiilerich|thomas hansen,,first prototype of conversational hc andersen,2004,,,,,,avi,,article
7791,132850,conf/compsac/yanz06,jian zhang |jun yan,,backtracking algorithms and search heuristics to generate test suites for combinatorial testing,2006,,,,,,compsac ,,inproceedings
7792,863244,conf/icids/dorgerg08,dagmar dorger|martin geisler ,,workshop impro theatre,2008,,,,,,icids,,inproceedings
7793,689164,conf/sigada/levym95,john w mccormick|suzanne pawlan levy,,teaching programming for reuse generics for educators,1995,,,,,,triada tutorials,,inproceedings
7794,1905999,journals/corr/cs-cr-0208003,mvalgorithms clones,,a lavrenov,2002,,,,,,icsoft pldpske,,article
7795,241135,conf/fimh/sermesantbcmcmprgladsrcra09,c aldo rinaldi|dominique chapelle|florence billet|herve delingette|jeanmarc peyrat|kawal s rhode|matthew ginks|maxime sermesant|michel sorine|nicholas ayache|phani chinchapatnam|philippe moireau|pier lambiase|radomir chabiniok|reza razavi|simon r arridge|tommaso mansi,,personalised electromechanical model of the heart for the prediction of the acute effects of cardiac resynchronisation therapy,2009,,,,,,fimh,,inproceedings
7796,198141,conf/eccv/lizzbzs02,andrew blake|harry shum|hongjiang zhang|long zhu|stan z li|zhenqiu zhang,,statistical learning of multiview face detection,2002,,,,,,eccv ,,inproceedings
7797,431731,conf/icsoft/oliveiravg07,alexandre marcos lins de vasconcelos|sandro ronaldo bezerra oliveira|tiago soares goncalves,,software process conversion rules in imppros  quality models conversion for a software process implementation environment,2007,,,,,,icsoft se,,inproceedings
7798,190623,conf/dsn/ramsbrockbc07,daniel ramsbrock|michel cukier|robin berthier,,profiling attacker behavior following ssh compromises,2007,,,,,,dsn,,incollection
7799,601305,conf/nca/antagm08,antonio fernandez anta|chryssis georgiou|miguel a mosteiro,,designing mechanisms for reliable internetbased computing,2008,,,,,,nca,,article
7800,328399,conf/iccs/lamantiaor04,fabio lamantia|sergio ortobelli lozza|svetlozar t rachev,,timescale transformations effects on var models,2004,,,,,,international conference on computational science,,inproceedings
7801,511720,conf/isipta/augustin01,thomas augustin,,on decision making under ambiguous prior and sampling information,2001,,,,,,isipta,,inproceedings
7802,219921,conf/esaw/parunakbsm00,h van dyke parunak|john a sauter|robert s matthews|sven brueckner,,distinguishing environmental and agent dynamics a case study in abstraction and alternate modeling technologies,2000,,,,,,esaw,,inproceedings
7803,894815,conf/csie/hanlww09,jianmin wang|lijie wen|rui han|yingbo liu,,probability timing constraint wfnets and their application to timing schedulability analysis of workflow management systems,2009,,,,,,csie ,,inproceedings
7804,88361,conf/caise/laurierp09,geert poels|wim laurier,,simulating liquidity in value and supply chains,2009,,,,,,ciao  eomas,,inproceedings
7805,187611,conf/doa/hanssene99,frank eliassen|oyvind hanssen,,a framework for policy bindings,1999,,,,,,doa,,inproceedings
7806,356167,conf/icebe/tongz005,dalu zhang|xi tong|zhe yang ,,efficient content location based on interestcluster in peertopeer system,2005,,,,,,icebe,,inproceedings
7807,272748,conf/gir/martinssfa06,ana paula afonso|bruno martins|mario j silva|sergio freitas,,handling locations in search engine queries,2006,,,,,,gir,,inproceedings
7808,280588,conf/hase/kylikowskisj08,eryk kylikowski|riccardo scandariato|wouter joosen,,using multilevel security annotations to improve software assurance,2008,,,,,,hase,,inproceedings
7809,562044,conf/kivs/stattenbergerb03,gunther stattenberger|torsten braun,,performance of a bandwidth broker for diffserv networks,2003,,,,,,kivs,,phdthesis
7810,900281,conf/icassp/kordasiewiczgs07,michael d gallant|roman c kordasiewicz|shahram shirani,,a robust method of determining contextcoder solutions for encoding affine motion vectors,2007,,,,,,icassp ,,inproceedings
7811,302343,conf/hybrid/kapurs97,deepak kapur|r k shyamasundar,,synthesizing controllers for hybrid systems,1997,,,,,,hart,,phdthesis
7812,190748,conf/dsn/lussierggikp07,benjamin lussier|david powell|felix ingrand|jeremie guiochet|marcolivier killijian|matthieu gallien,,fault tolerant planning for critical robots,2007,,,,,,dsn,,inproceedings
7813,710155,conf/sma/raghuvanshigl08,ming c lin|nico galoppo|nikunj raghuvanshi,,accelerated wavebased acoustics simulation,2008,,,,,,symposium on solid and physical modeling,,inproceedings
7814,109963,conf/cibcb/0005b07,george papadopoulos |martin brown,,feature sensitivity on biochemical signaling pathways,2007,,,,,,aiai,,inproceedings
7815,100219,conf/ceemas/qil05,jianjun qi|zengzhi li,,managing trust for secure active networks,2005,,,,,,ceemas,,inproceedings
7816,88370,conf/caise/miklosbbccfgikma10,antonio mana|daniele cordioli|ekaterini ioannou|hristo koshutanski|julien gaugaz|michele catasta|nicolas bonvin|paolo bouquet|peter fankhauser|zoltan miklos,,from web data to entities and back,2010,,,,,,caise,,inproceedings
7817,290791,conf/hicss/spender95,jc spender,,managing a socially constructed technology the case of ct scanning,1995,,,,,,hicss ,,incollection
7818,904112,conf/compimage/annaduraidkt10,d gnanaraj thomas|s annadurai|t kalyani|v rajkumar dare,,collage of isopicture languages and p systems,2010,,,,,,compimage,,inproceedings
7819,889057,conf/nas/wangclyl07,dan liu|jiaofa chang|keping long|ruyan wang|xiaolong yang,,distributed fault monitoring scheme based on optical power for optical burst switching network,2007,,,,,,networking,,inproceedings
7820,243784,conf/fm/havelunds96,klaus havelund|natarajan shankar,,experiments in theorem proving and model checking for protocol verification,1996,,,,,,fme,,inproceedings
7821,674388,conf/sc/gaikwadt09,abhijeet gaikwad|ioane muni toke,,gpu based sparse grid technique for solving multidimensional options pricing pdes,2009,,,,,,scwhpcf,,inproceedings
7822,185198,conf/dl/phelpsw96,robert wilensky|thomas a phelps,,toward active extensible networked documents multivalent architecture and applications,1996,,,,,,digital libraries,,inproceedings
7823,45213,conf/aisc/liuz06,jian zhang |sheng liu,,using hajos construction to generate hard graph colorability instances,2006,,,,,,aisc,,inproceedings
7824,655130,conf/rex/barringerfggo89,dov m gabbay|graham gough|howard barringer|michael fisher|richard owens,,metatem a framework for programming in temporal logic,1989,,,,,,rex workshop,,inproceedings
7825,47284,conf/amast/sutrefrc98,alain finkel|franck cassez|gregoire sutre|olivier roux,,effective recognizability and model checking of reactive fiffo automata,1998,,,,,,amast,,inproceedings
7826,877324,conf/cibse/silvaamc07,ana moreira|carla t l l silva|jaelson castro|joao araujo,,towards a standardized description and a systematic use of social patterns,2007,,,,,,cibse,,inproceedings
7827,597779,conf/mss/wangbml04,darrell d e long|ethan l miller|feng wang |scott a brandt,,obfs a file system for objectbased storage devices,2004,,,,,,msst,,phdthesis
7828,813231,conf/asiams/shanmuganathanspm08,leopoldo pavesi|mary carmen jarur munoz|philip sallis|subana shanmuganathan,,computational intelligence and geoinformatics in viticulture,2008,,,,,,asia international conference on modelling and simulation,,phdthesis
7829,694998,conf/siggraph/coopercg03,david p gibson|neill w campbell|oli cooper,,automated meshing of sparse d point clouds,2003,,,,,,siggraph,,inproceedings
7830,585818,conf/micro/shangpkj04,amit kumar |li shang|lishiuan peh|niraj k jha,,thermal modeling characterization and management of onchip networks,2004,,,,,,micro,,inproceedings
7831,320833,conf/icapr/racherlaro01,b john oommen|gopal racherla|sridhar radhakrishnan,,a new geometric tool for pattern recognition  an algorithm for real time insertion of layered segment trees,2001,,,,,,icapr,,inproceedings
7832,896653,conf/robio/yoonsnp06,hery setiawan|hoon cheol park|kwangjoon yoon|ngoctrung nguyen,,development of elevator control surface for small air robot using piezoceramic actuator,2006,,,,,,robio,,inproceedings
7833,273516,conf/gis/stepinskisd10,josue salazar|tomasz f stepinski|wei ding ,,exploring labeled spatial datasets using association analysis,2010,,,,,,gis,,inproceedings
7834,536290,conf/itee/schultebsu07,mathias uslar|rainer berbner|ralf steinmetz|stefan schulte ,,implementing and evaluating the common information model in a relational and rdfbased database,2007,,,,,,itee,,inproceedings
7835,22392,conf/acisp/saeedniass01,reihaneh safavinaini|shahrokh saeednia|willy susilo,,on classifying conference key distribution protocols,2001,,,,,,iscas ,,inproceedings
7836,429594,conf/icse/tillmannhx10,jonathan de halleux|nikolai tillmann|tao xie,,parameterized unit testing theory and practice,2010,,,,,,icse ,,inproceedings
